target,bss_gbm,bss_additive_float,bss_quantized_int8
precip_6h,0.3773963117217406,0.31631644372049883,0.3157669285500839
precip_12h,0.3107346052043888,0.2219908280200542,0.22187647683871448
precip_24h,0.24328557756231806,0.13330861156941975,0.13258671993634374
windup_6h,0.3826297173569144,0.26951243159506955,0.2691500165263143
windup_12h,0.4108763137477607,0.2859195394129851,0.28570636401597194
windup_24h,0.35946541229871454,0.2642643506000727,0.26394865052848215
pfall_6h,0.4810246368581115,0.19064932961503422,0.1908471883262549
pfall_12h,0.401280937616753,0.13013116825612747,0.13044611440831988
pfall_24h,0.2428701854852876,0.048689943287881565,0.049121842926432624
